pin,slack
AHB_IF_0/ahb_fsm_current_state[6]:D,8594
AHB_IF_0/ahb_fsm_current_state[6]:EN,3663
AHB_IF_0/ahb_fsm_current_state[6]:LAT,
AHB_IF_0/ahb_fsm_current_state[6]:Q,6164
AHB_IF_0/ahb_fsm_current_state[6]:SD,
AHB_IF_0/ahb_fsm_current_state[6]:SLn,
SPI_Master_0/PWDATA_buf[10]:ADn,
SPI_Master_0/PWDATA_buf[10]:ALn,
SPI_Master_0/PWDATA_buf[10]:CLK,7526
SPI_Master_0/PWDATA_buf[10]:D,4707
SPI_Master_0/PWDATA_buf[10]:EN,2112
SPI_Master_0/PWDATA_buf[10]:LAT,
SPI_Master_0/PWDATA_buf[10]:Q,7526
SPI_Master_0/PWDATA_buf[10]:SD,
SPI_Master_0/PWDATA_buf[10]:SLn,
SPI_Master_0/PRDATA[9]:ADn,
SPI_Master_0/PRDATA[9]:ALn,5922
SPI_Master_0/PRDATA[9]:CLK,
SPI_Master_0/PRDATA[9]:D,8617
SPI_Master_0/PRDATA[9]:EN,3476
SPI_Master_0/PRDATA[9]:LAT,
SPI_Master_0/PRDATA[9]:Q,
SPI_Master_0/PRDATA[9]:SD,
SPI_Master_0/PRDATA[9]:SLn,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_278:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_278:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_278:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPB,
eSRAM_eNVM_RW_0/ram_wdata[8]:ADn,
eSRAM_eNVM_RW_0/ram_wdata[8]:ALn,
eSRAM_eNVM_RW_0/ram_wdata[8]:CLK,7616
eSRAM_eNVM_RW_0/ram_wdata[8]:D,8625
eSRAM_eNVM_RW_0/ram_wdata[8]:EN,3236
eSRAM_eNVM_RW_0/ram_wdata[8]:LAT,
eSRAM_eNVM_RW_0/ram_wdata[8]:Q,7616
eSRAM_eNVM_RW_0/ram_wdata[8]:SD,
eSRAM_eNVM_RW_0/ram_wdata[8]:SLn,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[12]:A,7484
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[12]:B,7440
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[12]:C,5050
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[12]:D,7246
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[12]:Y,5050
SPI_Master_0/PWDATA_buf[0]:ADn,
SPI_Master_0/PWDATA_buf[0]:ALn,
SPI_Master_0/PWDATA_buf[0]:CLK,7526
SPI_Master_0/PWDATA_buf[0]:D,4707
SPI_Master_0/PWDATA_buf[0]:EN,2112
SPI_Master_0/PWDATA_buf[0]:LAT,
SPI_Master_0/PWDATA_buf[0]:Q,7526
SPI_Master_0/PWDATA_buf[0]:SD,
SPI_Master_0/PWDATA_buf[0]:SLn,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_0_o2_8:A,2788
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_0_o2_8:B,2697
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_0_o2_8:C,2644
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_0_o2_8:D,2552
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_0_o2_8:Y,2552
eSRAM_eNVM_access_0/CORERESETP_0/MSS_HPMS_READY_int_4:A,7616
eSRAM_eNVM_access_0/CORERESETP_0/MSS_HPMS_READY_int_4:B,7526
eSRAM_eNVM_access_0/CORERESETP_0/MSS_HPMS_READY_int_4:C,7467
eSRAM_eNVM_access_0/CORERESETP_0/MSS_HPMS_READY_int_4:Y,7467
SPI_Master_0/un1_count_cry_18:A,
SPI_Master_0/un1_count_cry_18:B,5455
SPI_Master_0/un1_count_cry_18:C,
SPI_Master_0/un1_count_cry_18:CC,5116
SPI_Master_0/un1_count_cry_18:D,
SPI_Master_0/un1_count_cry_18:P,5455
SPI_Master_0/un1_count_cry_18:S,5116
SPI_Master_0/un1_count_cry_18:UB,
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/FF_2:EN,
eSRAM_eNVM_RW_0/data_cry[7]:A,
eSRAM_eNVM_RW_0/data_cry[7]:B,5282
eSRAM_eNVM_RW_0/data_cry[7]:C,
eSRAM_eNVM_RW_0/data_cry[7]:CC,5409
eSRAM_eNVM_RW_0/data_cry[7]:D,
eSRAM_eNVM_RW_0/data_cry[7]:P,5282
eSRAM_eNVM_RW_0/data_cry[7]:S,5409
eSRAM_eNVM_RW_0/data_cry[7]:UB,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_22:A,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_22:B,5256
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_22:C,7214
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_22:Y,4891
eSRAM_eNVM_access_0/CORERESETP_0/sm1_areset_n_q1:ADn,
eSRAM_eNVM_access_0/CORERESETP_0/sm1_areset_n_q1:ALn,
eSRAM_eNVM_access_0/CORERESETP_0/sm1_areset_n_q1:CLK,8625
eSRAM_eNVM_access_0/CORERESETP_0/sm1_areset_n_q1:D,
eSRAM_eNVM_access_0/CORERESETP_0/sm1_areset_n_q1:EN,
eSRAM_eNVM_access_0/CORERESETP_0/sm1_areset_n_q1:LAT,
eSRAM_eNVM_access_0/CORERESETP_0/sm1_areset_n_q1:Q,8625
eSRAM_eNVM_access_0/CORERESETP_0/sm1_areset_n_q1:SD,
eSRAM_eNVM_access_0/CORERESETP_0/sm1_areset_n_q1:SLn,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_14:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_14:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_14:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_14:IPA,
AHB_IF_0/HADDR_6[18]:A,7341
AHB_IF_0/HADDR_6[18]:B,7518
AHB_IF_0/HADDR_6[18]:Y,7341
AHB_IF_0/HADDR_6[13]:A,7341
AHB_IF_0/HADDR_6[13]:B,7518
AHB_IF_0/HADDR_6[13]:Y,7341
start_esram_ibuf/U0/U_IOINFF:A,
start_esram_ibuf/U0/U_IOINFF:Y,
SPI_Master_0/continue_0_sqmuxa_i_o2:A,3473
SPI_Master_0/continue_0_sqmuxa_i_o2:B,5517
SPI_Master_0/continue_0_sqmuxa_i_o2:C,3329
SPI_Master_0/continue_0_sqmuxa_i_o2:Y,3329
PRDATA_obuf[15]/U0/U_IOPAD:D,
PRDATA_obuf[15]/U0/U_IOPAD:E,
PRDATA_obuf[15]/U0/U_IOPAD:PAD,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_8:A,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_8:B,5353
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_8:C,7214
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_8:Y,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_120:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_120:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_120:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_120:IPA,
SPI_Master_0/PWDATA_buf_RNO[33]:A,4851
SPI_Master_0/PWDATA_buf_RNO[33]:B,3620
SPI_Master_0/PWDATA_buf_RNO[33]:C,7475
SPI_Master_0/PWDATA_buf_RNO[33]:D,6878
SPI_Master_0/PWDATA_buf_RNO[33]:Y,3620
SPI_Master_0/count_0[13]:A,5168
SPI_Master_0/count_0[13]:B,5765
SPI_Master_0/count_0[13]:Y,5168
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/HWDATA[22]:A,7290
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/HWDATA[22]:B,7445
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/HWDATA[22]:Y,7290
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_46:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_46:B,7240
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_46:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_46:IPB,7240
AHB_IF_0/ahb_fsm_current_state_ns_0_a2_0[0]:A,6253
AHB_IF_0/ahb_fsm_current_state_ns_0_a2_0[0]:B,6181
AHB_IF_0/ahb_fsm_current_state_ns_0_a2_0[0]:C,4987
AHB_IF_0/ahb_fsm_current_state_ns_0_a2_0[0]:D,4738
AHB_IF_0/ahb_fsm_current_state_ns_0_a2_0[0]:Y,4738
eSRAM_eNVM_RW_0/addr_temp_cry[6]:A,
eSRAM_eNVM_RW_0/addr_temp_cry[6]:B,6359
eSRAM_eNVM_RW_0/addr_temp_cry[6]:C,
eSRAM_eNVM_RW_0/addr_temp_cry[6]:CC,5575
eSRAM_eNVM_RW_0/addr_temp_cry[6]:D,
eSRAM_eNVM_RW_0/addr_temp_cry[6]:P,
eSRAM_eNVM_RW_0/addr_temp_cry[6]:S,5575
eSRAM_eNVM_RW_0/addr_temp_cry[6]:UB,
SPI_Master_0/PWDATA_buf_RNO[11]:A,7616
SPI_Master_0/PWDATA_buf_RNO[11]:B,7526
SPI_Master_0/PWDATA_buf_RNO[11]:C,4707
SPI_Master_0/PWDATA_buf_RNO[11]:D,6878
SPI_Master_0/PWDATA_buf_RNO[11]:Y,4707
SPI_Master_0/clk_toggles_r_RNO[6]:A,
SPI_Master_0/clk_toggles_r_RNO[6]:B,6320
SPI_Master_0/clk_toggles_r_RNO[6]:C,
SPI_Master_0/clk_toggles_r_RNO[6]:CC,1708
SPI_Master_0/clk_toggles_r_RNO[6]:D,
SPI_Master_0/clk_toggles_r_RNO[6]:P,
SPI_Master_0/clk_toggles_r_RNO[6]:S,1708
SPI_Master_0/clk_toggles_r_RNO[6]:UB,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_77:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_77:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_77:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPB,
AHB_IF_0/HADDR[2]:ADn,
AHB_IF_0/HADDR[2]:ALn,5922
AHB_IF_0/HADDR[2]:CLK,7326
AHB_IF_0/HADDR[2]:D,7341
AHB_IF_0/HADDR[2]:EN,3183
AHB_IF_0/HADDR[2]:LAT,
AHB_IF_0/HADDR[2]:Q,7326
AHB_IF_0/HADDR[2]:SD,
AHB_IF_0/HADDR[2]:SLn,
SPI_Master_0/un1_count_cry_20:A,
SPI_Master_0/un1_count_cry_20:B,5543
SPI_Master_0/un1_count_cry_20:C,
SPI_Master_0/un1_count_cry_20:CC,5159
SPI_Master_0/un1_count_cry_20:D,
SPI_Master_0/un1_count_cry_20:P,5543
SPI_Master_0/un1_count_cry_20:S,5159
SPI_Master_0/un1_count_cry_20:UB,
eSRAM_eNVM_RW_0/envm_release_reg_RNI8QJR:A,3586
eSRAM_eNVM_RW_0/envm_release_reg_RNI8QJR:B,3464
eSRAM_eNVM_RW_0/envm_release_reg_RNI8QJR:C,3395
eSRAM_eNVM_RW_0/envm_release_reg_RNI8QJR:D,3275
eSRAM_eNVM_RW_0/envm_release_reg_RNI8QJR:Y,3275
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[13]:ADn,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[13]:ALn,5922
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[13]:CLK,6687
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[13]:D,8617
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[13]:EN,3361
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[13]:LAT,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[13]:Q,6687
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[13]:SD,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[13]:SLn,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_59:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_59:B,7334
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_59:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_59:IPB,7334
eSRAM_eNVM_RW_0/data_cnt[0]:ADn,
eSRAM_eNVM_RW_0/data_cnt[0]:ALn,5922
eSRAM_eNVM_RW_0/data_cnt[0]:CLK,4919
eSRAM_eNVM_RW_0/data_cnt[0]:D,5308
eSRAM_eNVM_RW_0/data_cnt[0]:EN,4898
eSRAM_eNVM_RW_0/data_cnt[0]:LAT,
eSRAM_eNVM_RW_0/data_cnt[0]:Q,4919
eSRAM_eNVM_RW_0/data_cnt[0]:SD,
eSRAM_eNVM_RW_0/data_cnt[0]:SLn,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_48:A,7345
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_48:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_48:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_48:IPA,7345
eSRAM_eNVM_RW_0/addr_temp[13]:ADn,
eSRAM_eNVM_RW_0/addr_temp[13]:ALn,
eSRAM_eNVM_RW_0/addr_temp[13]:CLK,6261
eSRAM_eNVM_RW_0/addr_temp[13]:D,3558
eSRAM_eNVM_RW_0/addr_temp[13]:EN,3235
eSRAM_eNVM_RW_0/addr_temp[13]:LAT,
eSRAM_eNVM_RW_0/addr_temp[13]:Q,6261
eSRAM_eNVM_RW_0/addr_temp[13]:SD,
eSRAM_eNVM_RW_0/addr_temp[13]:SLn,
eSRAM_eNVM_RW_0/un1_READ_1_sqmuxa_2_i_0_0:A,6060
eSRAM_eNVM_RW_0/un1_READ_1_sqmuxa_2_i_0_0:B,4851
eSRAM_eNVM_RW_0/un1_READ_1_sqmuxa_2_i_0_0:C,6091
eSRAM_eNVM_RW_0/un1_READ_1_sqmuxa_2_i_0_0:D,5945
eSRAM_eNVM_RW_0/un1_READ_1_sqmuxa_2_i_0_0:Y,4851
SPI_Master_0/count_0[27]:A,4973
SPI_Master_0/count_0[27]:B,5765
SPI_Master_0/count_0[27]:Y,4973
eSRAM_eNVM_RW_0/addr_temp_cry[9]:A,
eSRAM_eNVM_RW_0/addr_temp_cry[9]:B,5233
eSRAM_eNVM_RW_0/addr_temp_cry[9]:C,
eSRAM_eNVM_RW_0/addr_temp_cry[9]:CC,5409
eSRAM_eNVM_RW_0/addr_temp_cry[9]:D,
eSRAM_eNVM_RW_0/addr_temp_cry[9]:P,5233
eSRAM_eNVM_RW_0/addr_temp_cry[9]:S,5409
eSRAM_eNVM_RW_0/addr_temp_cry[9]:UB,
AHB_IF_0/HWDATA_int[29]:ADn,
AHB_IF_0/HWDATA_int[29]:ALn,
AHB_IF_0/HWDATA_int[29]:CLK,8625
AHB_IF_0/HWDATA_int[29]:D,8617
AHB_IF_0/HWDATA_int[29]:EN,6922
AHB_IF_0/HWDATA_int[29]:LAT,
AHB_IF_0/HWDATA_int[29]:Q,8625
AHB_IF_0/HWDATA_int[29]:SD,
AHB_IF_0/HWDATA_int[29]:SLn,
SPI_Master_0/PRDATA[30]:ADn,
SPI_Master_0/PRDATA[30]:ALn,5922
SPI_Master_0/PRDATA[30]:CLK,
SPI_Master_0/PRDATA[30]:D,8617
SPI_Master_0/PRDATA[30]:EN,3476
SPI_Master_0/PRDATA[30]:LAT,
SPI_Master_0/PRDATA[30]:Q,
SPI_Master_0/PRDATA[30]:SD,
SPI_Master_0/PRDATA[30]:SLn,
eSRAM_eNVM_RW_0/current_state[7]:ADn,
eSRAM_eNVM_RW_0/current_state[7]:ALn,5922
eSRAM_eNVM_RW_0/current_state[7]:CLK,3414
eSRAM_eNVM_RW_0/current_state[7]:D,4952
eSRAM_eNVM_RW_0/current_state[7]:EN,
eSRAM_eNVM_RW_0/current_state[7]:LAT,
eSRAM_eNVM_RW_0/current_state[7]:Q,3414
eSRAM_eNVM_RW_0/current_state[7]:SD,
eSRAM_eNVM_RW_0/current_state[7]:SLn,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_69:A,7374
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_69:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_69:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_69:IPA,7374
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_69:IPB,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[10]:A,7484
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[10]:B,7440
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[10]:C,5036
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[10]:D,7325
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SADDRSEL_0_a2[10]:Y,5036
PRDATA_obuf[6]/U0/U_IOENFF:A,
PRDATA_obuf[6]/U0/U_IOENFF:Y,
eSRAM_eNVM_RW_0/addr_temp_cry[26]:A,
eSRAM_eNVM_RW_0/addr_temp_cry[26]:B,5426
eSRAM_eNVM_RW_0/addr_temp_cry[26]:C,
eSRAM_eNVM_RW_0/addr_temp_cry[26]:CC,5184
eSRAM_eNVM_RW_0/addr_temp_cry[26]:D,
eSRAM_eNVM_RW_0/addr_temp_cry[26]:P,5426
eSRAM_eNVM_RW_0/addr_temp_cry[26]:S,5184
eSRAM_eNVM_RW_0/addr_temp_cry[26]:UB,
AHB_IF_0/ahb_fsm_current_state[1]:ADn,
AHB_IF_0/ahb_fsm_current_state[1]:ALn,5922
AHB_IF_0/ahb_fsm_current_state[1]:CLK,5070
AHB_IF_0/ahb_fsm_current_state[1]:D,7341
AHB_IF_0/ahb_fsm_current_state[1]:EN,
AHB_IF_0/ahb_fsm_current_state[1]:LAT,
AHB_IF_0/ahb_fsm_current_state[1]:Q,5070
AHB_IF_0/ahb_fsm_current_state[1]:SD,
AHB_IF_0/ahb_fsm_current_state[1]:SLn,
RD_obuf[3]/U0/U_IOPAD:D,
RD_obuf[3]/U0/U_IOPAD:E,
RD_obuf[3]/U0/U_IOPAD:PAD,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_251:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_251:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_251:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_251:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_251:IPB,
SPI_Master_0/PRDATA[4]:ADn,
SPI_Master_0/PRDATA[4]:ALn,5922
SPI_Master_0/PRDATA[4]:CLK,
SPI_Master_0/PRDATA[4]:D,8617
SPI_Master_0/PRDATA[4]:EN,3476
SPI_Master_0/PRDATA[4]:LAT,
SPI_Master_0/PRDATA[4]:Q,
SPI_Master_0/PRDATA[4]:SD,
SPI_Master_0/PRDATA[4]:SLn,
SPI_Master_0/clk_toggles[2]:ADn,
SPI_Master_0/clk_toggles[2]:ALn,
SPI_Master_0/clk_toggles[2]:CLK,4047
SPI_Master_0/clk_toggles[2]:D,2204
SPI_Master_0/clk_toggles[2]:EN,
SPI_Master_0/clk_toggles[2]:LAT,
SPI_Master_0/clk_toggles[2]:Q,4047
SPI_Master_0/clk_toggles[2]:SD,
SPI_Master_0/clk_toggles[2]:SLn,
SPI_Master_0/PWDATA_buf_RNO[34]:A,4851
SPI_Master_0/PWDATA_buf_RNO[34]:B,3620
SPI_Master_0/PWDATA_buf_RNO[34]:C,7475
SPI_Master_0/PWDATA_buf_RNO[34]:D,6878
SPI_Master_0/PWDATA_buf_RNO[34]:Y,3620
SPI_Master_0/un2_count_23:A,1499
SPI_Master_0/un2_count_23:B,1401
SPI_Master_0/un2_count_23:C,1350
SPI_Master_0/un2_count_23:D,1191
SPI_Master_0/un2_count_23:Y,1191
AHB_IF_0/HWDATA[23]:ADn,
AHB_IF_0/HWDATA[23]:ALn,5922
AHB_IF_0/HWDATA[23]:CLK,7533
AHB_IF_0/HWDATA[23]:D,8625
AHB_IF_0/HWDATA[23]:EN,3433
AHB_IF_0/HWDATA[23]:LAT,
AHB_IF_0/HWDATA[23]:Q,7533
AHB_IF_0/HWDATA[23]:SD,
AHB_IF_0/HWDATA[23]:SLn,
SPI_Master_0/slv_select[4]:ADn,
SPI_Master_0/slv_select[4]:ALn,
SPI_Master_0/slv_select[4]:CLK,6458
SPI_Master_0/slv_select[4]:D,8594
SPI_Master_0/slv_select[4]:EN,6755
SPI_Master_0/slv_select[4]:LAT,
SPI_Master_0/slv_select[4]:Q,6458
SPI_Master_0/slv_select[4]:SD,
SPI_Master_0/slv_select[4]:SLn,
PRDATA_obuf[18]/U0/U_IOOUTFF:A,
PRDATA_obuf[18]/U0/U_IOOUTFF:Y,
eSRAM_eNVM_RW_0/addr_temp[16]:ADn,
eSRAM_eNVM_RW_0/addr_temp[16]:ALn,
eSRAM_eNVM_RW_0/addr_temp[16]:CLK,5408
eSRAM_eNVM_RW_0/addr_temp[16]:D,3294
eSRAM_eNVM_RW_0/addr_temp[16]:EN,3235
eSRAM_eNVM_RW_0/addr_temp[16]:LAT,
eSRAM_eNVM_RW_0/addr_temp[16]:Q,5408
eSRAM_eNVM_RW_0/addr_temp[16]:SD,
eSRAM_eNVM_RW_0/addr_temp[16]:SLn,
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_3:B,8484
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_3:C,
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_3:IPB,8484
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_3:IPC,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_12:A,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_12:B,5181
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_12:C,7214
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_12:Y,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_196:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_196:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_196:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_196:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_196:IPB,
AHB_IF_0/HWDATA[27]:ADn,
AHB_IF_0/HWDATA[27]:ALn,5922
AHB_IF_0/HWDATA[27]:CLK,7423
AHB_IF_0/HWDATA[27]:D,8625
AHB_IF_0/HWDATA[27]:EN,3433
AHB_IF_0/HWDATA[27]:LAT,
AHB_IF_0/HWDATA[27]:Q,7423
AHB_IF_0/HWDATA[27]:SD,
AHB_IF_0/HWDATA[27]:SLn,
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_24:B,8453
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_24:C,
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_24:IPB,8453
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_24:IPC,
AHB_IF_0/HWDATA_int[9]:ADn,
